asset,supply,traded_amount,payments_amount,created,trustlines,payments,rating,price7d,volume7d,paging_token,domain,tomlInfo,issuer,amount,flags,account_count,balance,offers_count,data,total_issuances,total_burns,total_transfers,total_offers,total_liabilities,total_trustlines,total_signers
BTC-GCNSGHUCG5VMGLT5RIYYZSO7VQULQKAJ62QA33DBC5PPBSO57LFWVV6P-1,65172537,10843484242,13319980007,1510260888,"[8772, 8772, 1457]",159892,"{'age': 10, 'trades': 7, 'payments': 6, 'trustlines': 5, 'volume7d': 6, 'interop': 10, 'liquidity': 3, 'average': 6.7}","[[1726012800, 40086.17538461539], [1726099200, 40364.467], [1726185600, 41078.125], [1726272000, 41438.38333333333], [1726358400, 41411.57], [1726444800, 40782.98857142857], [1726531200, 38242.71166666666], [1726617600, 37907.63]]",1895025757,34,interstellar.exchange,"{'code': 'BTC', 'issuer': 'GCNSGHUCG5VMGLT5RIYYZSO7VQULQKAJ62QA33DBC5PPBSO57LFWVV6P', 'name': 'Bitcoin', 'image': 'https://stellar.myfilebase.com/ipfs/QmPp21G3EX3hgwQmhphXDbE15pDBxBtdhuvT28Ah99oYVR', 'decimals': 7, 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'BTC', 'orgName': 'Interstellar, Inc.', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmZNzf7EemDd8Fpjin7CvfXr8psE9DvQ4QdBhFB7wTUhJG'}",,,,,,,,,,,,,,
CLPX-GDYSPBVZHPQTYMGSYNOHRZQNLB3ZWFVQ2F7EP7YBOLRGD42XIC3QUX5G-1,94266324984368,771952106237932,296036757055504,1618844307,"[5545, 5545, 3976]",529452,"{'age': 8, 'trades': 7, 'payments': 7, 'trustlines': 6, 'volume7d': 6, 'interop': 10, 'liquidity': 3, 'average': 6.7}","[[1726012800, 0.00106680695], [1726099200, 0.0010806665882352941], [1726185600, 0.0010914669782608696], [1726272000, 0.001089643], [1726358400, 0.0010818778333333333], [1726444800, 0.0010806207173913044], [1726531200, 0.001086967972972973], [1726617600, 0.0010843335806451613]]",1104744037,35,clpx.finance,"{'code': 'CLPX', 'issuer': 'GDYSPBVZHPQTYMGSYNOHRZQNLB3ZWFVQ2F7EP7YBOLRGD42XIC3QUX5G', 'name': 'Chilean PESO', 'image': 'https://stellar.myfilebase.com/ipfs/QmPnLPffNmgoACztbEH8Hf7FCSMwyVdaoJni1UmrVkixJB', 'decimals': 2, 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'CLP', 'orgName': 'CLPX S.A.'}",,,,,,,,,,,,,,
XTAR-GAORYJ3KBDGIM7FFSKVUJHJ5NEFWIRDIAGGBJBJS7TY6ECZS53257IG4-1,982926393606603000,1008733833550003000,1373176721098337500,1639937537,"[7434, 7434, 6488]",5763036,"{'age': 8, 'trades': 8, 'payments': 8, 'trustlines': 6, 'volume7d': 8, 'interop': 4, 'liquidity': 5, 'average': 6.7}","[[1726012800, 3.093561660792952e-05], [1726099200, 3.1440312925764196e-05], [1726185600, 3.1206996249999996e-05], [1726272000, 3.1984976284722225e-05], [1726358400, 3.234705163194445e-05], [1726444800, 3.269727489583333e-05], [1726531200, 3.2924160381944445e-05], [1726617600, 3.24104578280543e-05]]",182965249755,36,dogstarcoin.com,"{'code': 'XTAR', 'issuer': 'GAORYJ3KBDGIM7FFSKVUJHJ5NEFWIRDIAGGBJBJS7TY6ECZS53257IG4', 'name': 'XTAR', 'image': 'https://stellar.myfilebase.com/ipfs/QmVWgZkt7q9d1JWphqrBe7XTSQfgrJks9Y4joyB94w1RL7', 'decimals': 7, 'orgName': 'Dogstarcoin', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmVWgZkt7q9d1JWphqrBe7XTSQfgrJks9Y4joyB94w1RL7'}",,,,,,,,,,,,,,
XRP-GBVOL67TMUQBGL4TZYNMY3ZQ5WGQYFPFD5VJRWXR72VA33VFNL225PL5-1,12126287000312,59329658189577,53958914210227,1522343688,"[10611, 10611, 2774]",12445,"{'age': 9, 'trades': 8, 'payments': 5, 'trustlines': 6, 'volume7d': 7, 'interop': 8, 'liquidity': 3, 'average': 6.6}","[[1726012800, 0.637128526], [1726099200, 0.6288540541666666], [1726185600, 0.6527716021276596], [1726272000, 0.6614386943396227], [1726358400, 0.6566113521739131], [1726444800, 0.6366872603174603], [1726531200, 0.6322494523809524], [1726617600, 0.6279105546099291]]",26408954350,37,stellarport.io,"{'code': 'XRP', 'issuer': 'GBVOL67TMUQBGL4TZYNMY3ZQ5WGQYFPFD5VJRWXR72VA33VFNL225PL5', 'name': 'Ripple', 'image': 'https://stellar.myfilebase.com/ipfs/QmXb1fhnhzoni3PyYwAPmT2ZbjE5xJptxuRU8H5NjrDGPR', 'decimals': 7, 'anchorAssetType': 'crypto', 'anchorAsset': 'XRP'}",,,,,,,,,,,,,,
TZS-GA2MSSZKJOU6RNL3EJKH3S5TB5CDYTFQFWRYFGUJVIN5I6AOIRTLUHTO-1,9189683232306716,160298997331645570,128647980107083550,1544690647,"[7246, 7246, 3932]",16919,"{'age': 9, 'trades': 7, 'payments': 5, 'trustlines': 6, 'volume7d': 7, 'interop': 10, 'liquidity': 2, 'average': 6.6}","[[1726012800, 0.00034816166417910444], [1726099200, 0.00035397380333333333], [1726185600, 0.0003564799666666667], [1726272000, 0.000375467576119403], [1726358400, 0.0004042601159090909], [1726444800, 0.00042251345714285716], [1726531200, 0.00042892059850746267], [1726617600, 0.000423779154054054]]",7194277801,38,connect.clickpesa.com,"{'code': 'TZS', 'issuer': 'GA2MSSZKJOU6RNL3EJKH3S5TB5CDYTFQFWRYFGUJVIN5I6AOIRTLUHTO', 'name': 'Tanzania Shilling', 'image': 'https://stellar.myfilebase.com/ipfs/QmYjpDbMRGCPGauvM6PWF2DbdayYZpHqopJ4SmXXbmg5nC', 'decimals': 3, 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'TZS', 'orgName': 'ClickPesa Limited dba ClickPesa'}",,,,,,,,,,,,,,
RIO-GBNLJIYH34UWO5YZFA3A3HD3N76R6DOI33N4JONUOHEEYZYCAYTEJ5AK-1,749999357709812,710883237692921,14713259543110824,1548305260,"[37670, 37670, 4868]",254211,"{'age': 9, 'trades': 9, 'payments': 6, 'trustlines': 6, 'volume7d': 8, 'interop': 4, 'liquidity': 4, 'average': 6.6}","[[1726012800, 0.6937556841666667], [1726099200, 0.7371307309523809], [1726185600, 0.7792323148325359], [1726272000, 0.8403343999999999], [1726358400, 0.8470423322580645], [1726444800, 0.7708980727748692], [1726531200, 0.7613509271428571], [1726617600, 0.761022731372549]]",808581117460,39,realio.fund,"{'code': 'RIO', 'issuer': 'GBNLJIYH34UWO5YZFA3A3HD3N76R6DOI33N4JONUOHEEYZYCAYTEJ5AK', 'name': 'Realio Token', 'image': 'https://stellar.myfilebase.com/ipfs/QmcFrciJP4GdxsVhYTL7DSVsD3C2H2bUj8hNAGRomFB8j9', 'decimals': 7, 'orgName': 'Realio Network LTD dba Realio', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmVkwAYhkR1e7nGdcQ9EzGSF58SmPdVmT18VT5Ae9JBmSA'}",,,,,,,,,,,,,,
TFT-GBOVQKJYHXRR3DX6NOX2RRYFRCUMSADGDESTDNBDS6CDVLGVESRTAC47-1,9172314207354536,2654817346601775,25763667013295624,1583775072,"[19033, 19033, 6052]",908697,"{'age': 9, 'trades': 8, 'payments': 7, 'trustlines': 6, 'volume7d': 7, 'interop': 4, 'liquidity': 5, 'average': 6.6}","[[1726012800, 0.010002478941666667], [1726099200, 0.010100657366972477], [1726185600, 0.01024419524390244], [1726272000, 0.010215462291666666], [1726358400, 0.010181795911392406], [1726444800, 0.00987312660493827], [1726531200, 0.009725799619565217], [1726617600, 0.009726262771929825]]",38120002162,40,threefold.io,"{'code': 'TFT', 'issuer': 'GBOVQKJYHXRR3DX6NOX2RRYFRCUMSADGDESTDNBDS6CDVLGVESRTAC47', 'name': 'Threefold Token', 'image': 'https://stellar.myfilebase.com/ipfs/Qmb1bNmAaXCmTWPqE9s1QUg1jmpkkoyzakzdFQUpRLyB2z', 'decimals': 2, 'orgName': 'Threefold foundation', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/Qmb1bNmAaXCmTWPqE9s1QUg1jmpkkoyzakzdFQUpRLyB2z'}",,,,,,,,,,,,,,
KES-GA2MSSZKJOU6RNL3EJKH3S5TB5CDYTFQFWRYFGUJVIN5I6AOIRTLUHTO-1,286917596625797,2471619024504204,1444283578032698,1611674877,"[5269, 5269, 2190]",16494,"{'age': 9, 'trades': 7, 'payments': 5, 'trustlines': 6, 'volume7d': 7, 'interop': 10, 'liquidity': 2, 'average': 6.6}","[[1726012800, 0.007405007384615385], [1726099200, 0.007480433470588236], [1726185600, 0.008696627789473685], [1726272000, 0.007559653055555555], [1726358400, 0.006619717074074074], [1726444800, 0.006612867933333333], [1726531200, 0.006636165965517241], [1726617600, 0.00641143356]]",8863993467,41,connect.clickpesa.com,"{'code': 'KES', 'issuer': 'GA2MSSZKJOU6RNL3EJKH3S5TB5CDYTFQFWRYFGUJVIN5I6AOIRTLUHTO', 'name': 'Kenya Shilling', 'image': 'https://stellar.myfilebase.com/ipfs/QmYjpDbMRGCPGauvM6PWF2DbdayYZpHqopJ4SmXXbmg5nC', 'decimals': 3, 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'KES', 'orgName': 'ClickPesa Limited dba ClickPesa'}",,,,,,,,,,,,,,
SDEXEX-GBQHMDRWV3WU5YACBUUCBY4Y6PPWBJXW5WCSG5XJ63FC4HXJNGXYFD5J-2,392926380473095400,1936638995429422800,2769736965952211000,1627316750,"[19756, 19756, 15681]",934589,"{'age': 8, 'trades': 8, 'payments': 7, 'trustlines': 7, 'volume7d': 8, 'interop': 4, 'liquidity': 4, 'average': 6.6}","[[1726012800, 2.0422870913461542e-05], [1726099200, 1.9813503068181816e-05], [1726185600, 2.1831959803921567e-05], [1726272000, 2.2775313174603175e-05], [1726358400, 2.2739108800000002e-05], [1726444800, 2.355927253164557e-05], [1726531200, 2.3158575748502995e-05], [1726617600, 2.114722846153846e-05]]",94736749217,42,sdexexplorer.com,"{'code': 'SDEXEX', 'issuer': 'GBQHMDRWV3WU5YACBUUCBY4Y6PPWBJXW5WCSG5XJ63FC4HXJNGXYFD5J', 'name': 'SDEX Explorer Token', 'image': 'https://stellar.myfilebase.com/ipfs/QmPQ1EWMMHvEbTyABUi21DqJw8VznFu5ZtqYydLLZQ36tA', 'status': 'live', 'orgName': 'SDEX Explorer', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmPQ1EWMMHvEbTyABUi21DqJw8VznFu5ZtqYydLLZQ36tA'}",,,,,,,,,,,,,,
BTC-GAUTUYY2THLF7SGITDFMXJVYH3LHDSMGEAKSBU267M2K7A3W543CKUEF-1,2110345255,33773893407,85845878124,1499264684,"[17351, 17350, 1942]",104276,"{'age': 10, 'trades': 8, 'payments': 6, 'trustlines': 6, 'volume7d': 6, 'interop': 6, 'liquidity': 3, 'average': 6.4}","[[1726012800, 11306.386774193548], [1726099200, 11486.44037037037], [1726185600, 11699.249705882352], [1726272000, 11824.218333333332], [1726358400, 11854.184375], [1726444800, 11577.67909090909], [1726531200, 11698.324528301886], [1726617600, 11487.871818181819]]",1005330455,43,dead.apay.io,"{'code': 'BTC', 'issuer': 'GAUTUYY2THLF7SGITDFMXJVYH3LHDSMGEAKSBU267M2K7A3W543CKUEF', 'name': 'Bitcoin', 'image': 'https://stellar.myfilebase.com/ipfs/QmaLi9tq9XZvzVMGg7ezR2Pk46VAgdFXDFtPwNtQmfD6WZ', 'decimals': 7, 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'BTC'}",,,,,,,,,,,,,,
